timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-24T19:51:58,default_project,1b4b6ddc-746a-44cb-9c02-8382f087a199,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5123091999994358,1.0103667445032553e-05,6.680953501464067e-06,8.049065984,29.34367951011432,10.0,2.2492629712459223e-06,1.2309454291994926e-05,2.792085555554675e-06,1.7350802818795524e-05,0.0,China,CHN,shanghai,,,Windows-11-10.0.26200-SP0,3.12.1,3.2.8,20,13th Gen Intel(R) Core(TM) i5-13500HX,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,121.4581,31.2222,15.726432800292969,machine,0,0,0,0,N,1.0,0.0
